DNA-26077-CG001Qv42Run261-4_S4.CG001v3.4.4	max normalized_alignments:33
DNA-26116-CG001Qv42Run261-5_S5.CG001v4.0.51	average number of variants:1.7
DNA-26116-CG001Qv42Run261-5_S5.CG001v4.0.53	average number of variants:1.57
DNA-26116-CG001Qv42Run261-5_S5.CG001v4.0.57	average number of variants:1.66
DNA-26116-CG001Qv42Run261-5_S5.CG001v4.0.59	average number of variants:1.78
DNA-26116-CG001Qv42Run261-5_S5.CG001v4.0.60	average number of variants:1.51
DNA-26116-CG001Qv42Run261-5_S5.CG001v3.4.56	max number of variants:6
DNA-26116-CG001Qv42Run261-5_S5.CG001v4.0.1	max number of variants:6
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.22	max number of variants:6
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.22	average number of variants:1.58
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.27	max number of variants:6
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.89	max number of variants:7
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.96	max number of variants:7
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.103	average number of variants:1.6
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.105	max number of variants:46
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.105	average number of variants:6.82
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.110	max number of variants:9
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.130	no normalized_alignment
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.130	no variant
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.11	average number of variants:1.89
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.19	average number of variants:1.58
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.34	max number of variants:7
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.34	average number of variants:1.52
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.35	max number of variants:8
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.35	average number of variants:1.69
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.45	max number of variants:7
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.50	average number of variants:1.61
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.51	average number of variants:1.62
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.53	average number of variants:1.51
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.54	average number of variants:1.59
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.55	max number of variants:6
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.57	average number of variants:1.67
DNA-26117-CG001Qv42Run261-6_S6.CG001v4.0.58	average number of variants:1.68
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.66	max number of variants:6
DNA-26117-CG001Qv42Run261-6_S6.CG001v3.4.56	max number of variants:6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.22	max number of variants:6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.30	max number of variants:6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.89	max number of variants:6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.94	average number of variants:1.65
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.103	max number of variants:6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.105	max number of variants:48
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.105	average number of variants:5.94
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.125	average number of variants:1.6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.130	no normalized_alignment
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.130	no variant
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.11	average number of variants:1.55
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.20	average number of variants:1.54
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.34	max normalized_alignments:20
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.34	max number of variants:7
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.34	average number of variants:1.63
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.40	max number of variants:8
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.41	max number of variants:7
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.51	average number of variants:1.53
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.57	average number of variants:1.61
DNA-26166-CG001Qv42Run261-7_S7.CG001v4.0.58	average number of variants:1.58
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.56	max number of variants:6
DNA-26166-CG001Qv42Run261-7_S7.CG001v3.4.62	max number of variants:6
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.5	max number of variants:6
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.22	average number of variants:1.52
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.94	average number of variants:1.52
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.103	average number of variants:1.53
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.105	max number of variants:42
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.105	average number of variants:4.05
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.111	max number of variants:6
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.130	no normalized_alignment
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.130	no variant
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.11	average number of variants:1.82
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.20	average number of variants:1.52
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.21	average number of variants:1.61
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.35	average number of variants:1.62
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.40	max number of variants:7
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.44	average number of variants:1.58
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.50	average number of variants:1.63
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.51	average number of variants:1.58
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.53	average number of variants:1.62
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.57	average number of variants:1.63
DNA-26167-CG001Qv42Run261-8_S8.CG001v4.0.58	average number of variants:1.61
DNA-26167-CG001Qv42Run261-8_S8.CG001v3.4.56	max number of variants:6
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.4	max number of variants:8
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.5	max number of variants:8
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.43	max number of variants:6
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.50	max number of variants:6
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.59	max number of variants:13
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.91	max normalized_alignments:12
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.91	max number of variants:27
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.91	average number of variants:2.43
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.94	average number of variants:1.7
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.105	max number of variants:42
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.105	average number of variants:4.54
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.130	no normalized_alignment
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.130	no variant
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.135	average number of variants:1.64
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.8	max number of variants:6
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.11	average number of variants:1.61
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.38	max number of variants:6
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.40	max number of variants:10
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.44	average number of variants:1.66
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.51	average number of variants:1.58
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.55	average number of variants:1.55
DNA-26168-CG001Qv42Run261-9_S9.CG001v4.0.56	average number of variants:1.54
DNA-26168-CG001Qv42Run261-9_S9.CG001v3.4.56	max number of variants:6
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.22	max number of variants:6
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.91	max number of variants:23
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.105	max normalized_alignments:48
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.105	average normalized_alignments:1.177
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.105	max number of variants:45
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.105	average number of variants:11.74
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.125	average number of variants:1.66
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.130	no normalized_alignment
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.130	no variant
DNA-26169-CG001Qv42Run261-10_S10.CG001v4.0.8	max number of variants:6
DNA-26169-CG001Qv42Run261-10_S10.CG001v4.0.40	max number of variants:8
DNA-26169-CG001Qv42Run261-10_S10.CG001v4.0.45	max number of variants:7
DNA-26169-CG001Qv42Run261-10_S10.CG001v4.0.50	average number of variants:1.52
DNA-26169-CG001Qv42Run261-10_S10.CG001v4.0.51	average number of variants:1.59
DNA-26169-CG001Qv42Run261-10_S10.CG001v4.0.53	average number of variants:1.59
DNA-26169-CG001Qv42Run261-10_S10.CG001v3.4.56	max number of variants:6
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.22	max number of variants:6
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.22	average number of variants:1.6
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.25	max number of variants:7
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.73	max number of variants:7
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.91	max normalized_alignments:57
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.91	average normalized_alignments:1.129
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.91	max number of variants:28
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.91	average number of variants:6.98
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.103	max number of variants:6
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.105	max normalized_alignments:44
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.105	average normalized_alignments:1.253
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.105	max number of variants:46
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.105	average number of variants:13.66
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.118	average number of variants:1.52
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.125	average number of variants:1.51
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.130	no normalized_alignment
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.130	no variant
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.135	average number of variants:1.52
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.11	max number of variants:7
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.11	average number of variants:1.56
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.34	max normalized_alignments:20
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.34	average number of variants:1.54
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.35	average number of variants:1.65
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.40	max number of variants:7
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.44	average number of variants:1.71
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.45	max number of variants:7
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.50	average number of variants:1.64
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.51	average number of variants:1.6
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.54	average number of variants:1.51
DNA-26170-CG001Qv42Run261-11_S11.CG001v4.0.57	average number of variants:1.51
DNA-26170-CG001Qv42Run261-11_S11.CG001v3.4.56	max number of variants:6
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.20	max number of variants:6
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.28	max normalized_alignments:15
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.28	max number of variants:24
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.28	average number of variants:2.55
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.37	max number of variants:6
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.91	max normalized_alignments:12
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.91	max number of variants:27
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.91	average number of variants:2.62
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.105	max normalized_alignments:32
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.105	average normalized_alignments:1.192
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.105	max number of variants:43
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.105	average number of variants:11.38
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.130	no normalized_alignment
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.130	no variant
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.11	average number of variants:1.52
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.19	average number of variants:1.58
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.21	average number of variants:1.69
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.30	max number of variants:7
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.35	max number of variants:33
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.35	average number of variants:1.82
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.40	max number of variants:7
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.44	average number of variants:1.66
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.45	max number of variants:8
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.51	max normalized_alignments:13
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.51	max number of variants:9
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.51	average number of variants:2.24
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.53	average number of variants:1.58
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.59	average number of variants:1.6
DNA-26171-CG001Qv42Run261-12_S12.CG001v4.0.60	average number of variants:2.02
DNA-26171-CG001Qv42Run261-12_S12.CG001v3.4.56	max number of variants:6
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.3	max normalized_alignments:88
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.3	average normalized_alignments:1.956
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.3	max number of variants:31
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.3	average number of variants:17.63
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.5	max normalized_alignments:16
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.5	max number of variants:34
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.5	average number of variants:3.9
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.9	max normalized_alignments:35
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.9	average normalized_alignments:1.102
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.9	max number of variants:24
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.9	average number of variants:4.3
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.22	max normalized_alignments:16
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.22	max number of variants:23
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.22	average number of variants:2.79
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.28	max number of variants:29
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.28	average number of variants:2.15
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.31	max number of variants:17
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.31	average number of variants:1.52
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.43	max number of variants:8
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.49	max normalized_alignments:16
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.49	average normalized_alignments:1.108
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.49	max number of variants:23
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.49	average number of variants:5.17
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.89	max number of variants:7
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.91	max normalized_alignments:82
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.91	average normalized_alignments:1.739
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.91	max number of variants:34
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.91	average number of variants:18.96
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.96	max normalized_alignments:13
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.96	max number of variants:21
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.96	average number of variants:2.01
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.98	max normalized_alignments:16
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.98	max number of variants:21
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.98	average number of variants:3.03
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.102	max normalized_alignments:22
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.102	average normalized_alignments:1.242
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.102	max number of variants:41
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.102	average number of variants:11.31
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.103	average number of variants:1.6
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.105	max normalized_alignments:42
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.105	average normalized_alignments:2.363
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.105	max number of variants:45
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.105	average number of variants:27.08
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.110	max number of variants:25
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.110	average number of variants:1.87
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.118	average number of variants:1.57
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.122	max number of variants:17
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.130	no normalized_alignment
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.130	no variant
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.6	max normalized_alignments:12
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.6	max number of variants:26
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.6	average number of variants:2.73
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.8	max number of variants:24
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.11	average number of variants:2.22
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.21	average number of variants:1.56
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.37	max number of variants:20
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.37	average number of variants:1.84
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.38	max normalized_alignments:30
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.38	max number of variants:25
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.38	average number of variants:4.68
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.40	max normalized_alignments:60
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.40	max number of variants:6
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.44	average number of variants:1.6
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.51	max normalized_alignments:24
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.51	average normalized_alignments:1.12
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.51	max number of variants:37
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.51	average number of variants:5.82
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.53	average number of variants:1.66
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.55	average number of variants:1.55
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.57	average number of variants:1.61
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.60	max normalized_alignments:36
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.60	max number of variants:21
DNA-26172-CG001Qv42Run261-13_S13.CG001v4.0.60	average number of variants:2.99
DNA-26172-CG001Qv42Run261-13_S13.CG001v3.4.56	max number of variants:6
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.5	max number of variants:6
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.7	max number of variants:10
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.7	average number of variants:1.58
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.30	max number of variants:6
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.96	max number of variants:6
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.105	max normalized_alignments:12
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.105	max number of variants:42
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.105	average number of variants:4.79
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.130	no normalized_alignment
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.130	no variant
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.11	max number of variants:8
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.11	average number of variants:1.66
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.13	max number of variants:6
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.20	average number of variants:1.57
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.21	average number of variants:1.63
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.30	max number of variants:7
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.34	max number of variants:8
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.34	average number of variants:1.51
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.40	max number of variants:8
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.50	average number of variants:1.64
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.51	average number of variants:1.61
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.53	average number of variants:1.58
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.55	average number of variants:1.53
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.57	average number of variants:1.63
DNA-26173-CG001Qv42Run261-14_S14.CG001v4.0.58	average number of variants:1.6
DNA-26173-CG001Qv42Run261-14_S14.CG001v3.4.56	max number of variants:7
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.4	max number of variants:6
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.5	max number of variants:15
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.81	max number of variants:6
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.89	max number of variants:6
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.94	average number of variants:1.53
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.105	max normalized_alignments:30
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.105	max number of variants:42
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.105	average number of variants:5.4
DNA-26174-CG001Qv42Run261-15_S15.CG001v3.4.125	average number of variants:1.74
